2023-07-13 09:52:01,092 INFO    StreamThr :97511 [internal.py:wandb_internal():86] W&B internal server running at pid: 97511, started at: 2023-07-13 09:52:01.092358
2023-07-13 09:52:01,097 DEBUG   HandlerThread:97511 [handler.py:handle_request():144] handle_request: status
2023-07-13 09:52:01,100 INFO    WriterThread:97511 [datastore.py:open_for_write():85] open: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230713_095201-9nfg94vp/run-9nfg94vp.wandb
2023-07-13 09:52:01,100 DEBUG   SenderThread:97511 [sender.py:send():369] send: header
2023-07-13 09:52:01,103 DEBUG   SenderThread:97511 [sender.py:send():369] send: run
2023-07-13 09:52:01,559 INFO    SenderThread:97511 [dir_watcher.py:__init__():211] watching files in: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230713_095201-9nfg94vp/files
2023-07-13 09:52:01,559 INFO    SenderThread:97511 [sender.py:_start_run_threads():1100] run started: 9nfg94vp with start time 1689238321.091459
2023-07-13 09:52:01,559 DEBUG   SenderThread:97511 [sender.py:send_request():396] send_request: summary_record
2023-07-13 09:52:01,559 INFO    SenderThread:97511 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-13 09:52:01,562 DEBUG   HandlerThread:97511 [handler.py:handle_request():144] handle_request: check_version
2023-07-13 09:52:01,562 DEBUG   SenderThread:97511 [sender.py:send_request():396] send_request: check_version
2023-07-13 09:52:01,716 DEBUG   HandlerThread:97511 [handler.py:handle_request():144] handle_request: run_start
2023-07-13 09:52:01,718 DEBUG   HandlerThread:97511 [system_info.py:__init__():31] System info init
2023-07-13 09:52:01,718 DEBUG   HandlerThread:97511 [system_info.py:__init__():46] System info init done
2023-07-13 09:52:01,718 INFO    HandlerThread:97511 [system_monitor.py:start():181] Starting system monitor
2023-07-13 09:52:01,718 INFO    SystemMonitor:97511 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-13 09:52:01,719 INFO    HandlerThread:97511 [system_monitor.py:probe():201] Collecting system info
2023-07-13 09:52:01,719 INFO    SystemMonitor:97511 [interfaces.py:start():190] Started cpu monitoring
2023-07-13 09:52:01,719 INFO    SystemMonitor:97511 [interfaces.py:start():190] Started disk monitoring
2023-07-13 09:52:01,720 INFO    SystemMonitor:97511 [interfaces.py:start():190] Started gpu monitoring
2023-07-13 09:52:01,721 INFO    SystemMonitor:97511 [interfaces.py:start():190] Started memory monitoring
2023-07-13 09:52:01,721 INFO    SystemMonitor:97511 [interfaces.py:start():190] Started network monitoring
2023-07-13 09:52:01,749 DEBUG   HandlerThread:97511 [system_info.py:probe():195] Probing system
2023-07-13 09:52:01,750 DEBUG   HandlerThread:97511 [system_info.py:_probe_git():180] Probing git
2023-07-13 09:52:01,753 DEBUG   HandlerThread:97511 [system_info.py:_probe_git():188] Probing git done
2023-07-13 09:52:01,753 DEBUG   HandlerThread:97511 [system_info.py:probe():240] Probing system done
