2023-07-19 10:24:08,029 INFO    StreamThr :986830 [internal.py:wandb_internal():86] W&B internal server running at pid: 986830, started at: 2023-07-19 10:24:08.028944
2023-07-19 10:24:08,031 DEBUG   HandlerThread:986830 [handler.py:handle_request():144] handle_request: status
2023-07-19 10:24:08,031 INFO    WriterThread:986830 [datastore.py:open_for_write():85] open: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230719_102408-vpus5k4w/run-vpus5k4w.wandb
2023-07-19 10:24:08,032 DEBUG   SenderThread:986830 [sender.py:send():369] send: header
2023-07-19 10:24:08,033 DEBUG   SenderThread:986830 [sender.py:send():369] send: run
2023-07-19 10:24:08,822 INFO    SenderThread:986830 [dir_watcher.py:__init__():211] watching files in: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230719_102408-vpus5k4w/files
2023-07-19 10:24:08,823 INFO    SenderThread:986830 [sender.py:_start_run_threads():1100] run started: vpus5k4w with start time 1689758648.028466
2023-07-19 10:24:08,824 DEBUG   SenderThread:986830 [sender.py:send_request():396] send_request: summary_record
2023-07-19 10:24:08,825 INFO    SenderThread:986830 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-19 10:24:08,838 DEBUG   HandlerThread:986830 [handler.py:handle_request():144] handle_request: check_version
2023-07-19 10:24:08,839 DEBUG   SenderThread:986830 [sender.py:send_request():396] send_request: check_version
2023-07-19 10:24:08,924 DEBUG   HandlerThread:986830 [handler.py:handle_request():144] handle_request: run_start
2023-07-19 10:24:08,929 DEBUG   HandlerThread:986830 [system_info.py:__init__():31] System info init
2023-07-19 10:24:08,929 DEBUG   HandlerThread:986830 [system_info.py:__init__():46] System info init done
2023-07-19 10:24:08,929 INFO    HandlerThread:986830 [system_monitor.py:start():181] Starting system monitor
2023-07-19 10:24:08,930 INFO    SystemMonitor:986830 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-19 10:24:08,930 INFO    HandlerThread:986830 [system_monitor.py:probe():201] Collecting system info
2023-07-19 10:24:08,930 INFO    SystemMonitor:986830 [interfaces.py:start():190] Started cpu monitoring
2023-07-19 10:24:08,931 INFO    SystemMonitor:986830 [interfaces.py:start():190] Started disk monitoring
2023-07-19 10:24:08,931 INFO    SystemMonitor:986830 [interfaces.py:start():190] Started gpu monitoring
2023-07-19 10:24:08,932 INFO    SystemMonitor:986830 [interfaces.py:start():190] Started memory monitoring
2023-07-19 10:24:08,933 INFO    SystemMonitor:986830 [interfaces.py:start():190] Started network monitoring
2023-07-19 10:24:08,954 DEBUG   HandlerThread:986830 [system_info.py:probe():195] Probing system
2023-07-19 10:24:08,955 DEBUG   HandlerThread:986830 [system_info.py:_probe_git():180] Probing git
2023-07-19 10:24:08,959 DEBUG   HandlerThread:986830 [system_info.py:_probe_git():188] Probing git done
2023-07-19 10:24:08,959 DEBUG   HandlerThread:986830 [system_info.py:probe():240] Probing system done
2023-07-19 10:24:08,959 DEBUG   HandlerThread:986830 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-76-generic-x86_64-with-glibc2.31', 'python': '3.11.4', 'heartbeatAt': '2023-07-19T09:24:08.955004', 'startedAt': '2023-07-19T09:24:08.025448', 'docker': None, 'cuda': None, 'args': ('-cp', 'Config/flickr30k/C1.yml', '-rm', 'train'), 'state': 'running', 'program': '/home/nmduy/HADA/chau/HADA-LAVIS/main_lorentz.py', 'codePath': 'main_lorentz.py', 'git': {'remote': 'https://github.com/m2man/HADA-LAVIS.git', 'commit': '6f5057f8b82737e04a0cce699a1558e28398ee7a'}, 'email': 'nmduy881994@gmail.com', 'root': '/home/nmduy/HADA/chau/HADA-LAVIS', 'host': 'jarvis', 'username': 'nmduy', 'executable': '/home/jarvis/anaconda3/envs/hada-v2/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3.642875000000001, 'min': 800.0, 'max': 5000.0}, 'cpu_freq_per_core': [{'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 4.286, 'min': 800.0, 'max': 5000.0}], 'disk': {'total': 903.6142044067383, 'used': 853.3198738098145}, 'gpu': 'NVIDIA GeForce RTX 3080 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080 Ti', 'memory_total': 12639338496}], 'memory': {'total': 62.703285217285156}}
2023-07-19 10:24:08,959 INFO    HandlerThread:986830 [system_monitor.py:probe():211] Finished collecting system info
2023-07-19 10:24:08,959 INFO    HandlerThread:986830 [system_monitor.py:probe():214] Publishing system info
2023-07-19 10:24:08,959 DEBUG   HandlerThread:986830 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-19 10:24:08,960 DEBUG   HandlerThread:986830 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-19 10:24:08,960 DEBUG   HandlerThread:986830 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-07-19 10:24:09,822 INFO    Thread-12 :986830 [dir_watcher.py:_on_file_created():272] file/dir created: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230719_102408-vpus5k4w/files/requirements.txt
2023-07-19 10:24:09,823 INFO    Thread-12 :986830 [dir_watcher.py:_on_file_created():272] file/dir created: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230719_102408-vpus5k4w/files/conda-environment.yaml
2023-07-19 10:24:09,823 INFO    Thread-12 :986830 [dir_watcher.py:_on_file_created():272] file/dir created: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230719_102408-vpus5k4w/files/wandb-summary.json
2023-07-19 10:24:13,232 DEBUG   HandlerThread:986830 [system_info.py:_save_conda():86] Saving conda packages done
2023-07-19 10:24:13,232 INFO    HandlerThread:986830 [system_monitor.py:probe():216] Finished publishing system info
2023-07-19 10:24:13,233 DEBUG   SenderThread:986830 [sender.py:send():369] send: files
2023-07-19 10:24:13,233 INFO    SenderThread:986830 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-07-19 10:24:13,233 DEBUG   HandlerThread:986830 [handler.py:handle_request():144] handle_request: status_report
2023-07-19 10:24:13,237 DEBUG   SenderThread:986830 [sender.py:send():369] send: telemetry
2023-07-19 10:24:13,239 DEBUG   HandlerThread:986830 [handler.py:handle_request():144] handle_request: stop_status
2023-07-19 10:24:13,239 DEBUG   SenderThread:986830 [sender.py:send_request():396] send_request: stop_status
2023-07-19 10:24:13,592 DEBUG   HandlerThread:986830 [handler.py:handle_request():144] handle_request: log_artifact
2023-07-19 10:24:13,592 DEBUG   SenderThread:986830 [sender.py:send_request():396] send_request: log_artifact
2023-07-19 10:24:13,636 DEBUG   HandlerThread:986830 [handler.py:handle_request():144] handle_request: partial_history
