2023-06-18 09:48:20,608 INFO    StreamThr :404566 [internal.py:wandb_internal():86] W&B internal server running at pid: 404566, started at: 2023-06-18 09:48:20.607975
2023-06-18 09:48:20,610 DEBUG   HandlerThread:404566 [handler.py:handle_request():144] handle_request: status
2023-06-18 09:48:20,611 INFO    WriterThread:404566 [datastore.py:open_for_write():85] open: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230618_094820-y7h0jsz1/run-y7h0jsz1.wandb
2023-06-18 09:48:20,611 DEBUG   SenderThread:404566 [sender.py:send():369] send: header
2023-06-18 09:48:20,685 DEBUG   SenderThread:404566 [sender.py:send():369] send: run
2023-06-18 09:48:21,091 INFO    SenderThread:404566 [dir_watcher.py:__init__():211] watching files in: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230618_094820-y7h0jsz1/files
2023-06-18 09:48:21,091 INFO    SenderThread:404566 [sender.py:_start_run_threads():1100] run started: y7h0jsz1 with start time 1687078100.607595
2023-06-18 09:48:21,091 DEBUG   SenderThread:404566 [sender.py:send_request():396] send_request: summary_record
2023-06-18 09:48:21,091 INFO    SenderThread:404566 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-06-18 09:48:21,092 DEBUG   HandlerThread:404566 [handler.py:handle_request():144] handle_request: check_version
2023-06-18 09:48:21,092 DEBUG   SenderThread:404566 [sender.py:send_request():396] send_request: check_version
2023-06-18 09:48:21,159 DEBUG   HandlerThread:404566 [handler.py:handle_request():144] handle_request: run_start
2023-06-18 09:48:21,162 DEBUG   HandlerThread:404566 [system_info.py:__init__():31] System info init
2023-06-18 09:48:21,162 DEBUG   HandlerThread:404566 [system_info.py:__init__():46] System info init done
2023-06-18 09:48:21,162 INFO    HandlerThread:404566 [system_monitor.py:start():181] Starting system monitor
2023-06-18 09:48:21,162 INFO    SystemMonitor:404566 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-18 09:48:21,163 INFO    HandlerThread:404566 [system_monitor.py:probe():201] Collecting system info
2023-06-18 09:48:21,163 INFO    SystemMonitor:404566 [interfaces.py:start():190] Started cpu monitoring
2023-06-18 09:48:21,164 INFO    SystemMonitor:404566 [interfaces.py:start():190] Started disk monitoring
2023-06-18 09:48:21,164 INFO    SystemMonitor:404566 [interfaces.py:start():190] Started gpu monitoring
2023-06-18 09:48:21,165 INFO    SystemMonitor:404566 [interfaces.py:start():190] Started memory monitoring
2023-06-18 09:48:21,165 INFO    SystemMonitor:404566 [interfaces.py:start():190] Started network monitoring
2023-06-18 09:48:21,193 DEBUG   HandlerThread:404566 [system_info.py:probe():195] Probing system
2023-06-18 09:48:21,196 DEBUG   HandlerThread:404566 [system_info.py:_probe_git():180] Probing git
2023-06-18 09:48:21,202 DEBUG   HandlerThread:404566 [system_info.py:_probe_git():188] Probing git done
2023-06-18 09:48:21,202 DEBUG   HandlerThread:404566 [system_info.py:probe():240] Probing system done
2023-06-18 09:48:21,202 DEBUG   HandlerThread:404566 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-69-generic-x86_64-with-glibc2.17', 'python': '3.8.16', 'heartbeatAt': '2023-06-18T08:48:21.193448', 'startedAt': '2023-06-18T08:48:20.588732', 'docker': None, 'cuda': None, 'args': ('-cp', 'Config/flickr30k/C1.yml', '-rm', 'train'), 'state': 'running', 'program': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/m2man/HADA-LAVIS.git', 'commit': '49498ca711ea51b86dc3132088ce333d43860874'}, 'email': 'nmduy881994@gmail.com', 'root': '/home/nmduy/HADA/chau/HADA-LAVIS', 'host': 'jarvis', 'username': 'nmduy', 'executable': '/home/jarvis/anaconda3/envs/chau/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3.466500000000001, 'min': 800.0, 'max': 5000.0}, 'cpu_freq_per_core': [{'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 1.464, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}, {'current': 3.6, 'min': 800.0, 'max': 5000.0}], 'disk': {'total': 903.6142044067383, 'used': 824.7441635131836}, 'gpu': 'NVIDIA GeForce RTX 3080 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080 Ti', 'memory_total': 12639338496}], 'memory': {'total': 62.71501541137695}}
2023-06-18 09:48:21,202 INFO    HandlerThread:404566 [system_monitor.py:probe():211] Finished collecting system info
2023-06-18 09:48:21,202 INFO    HandlerThread:404566 [system_monitor.py:probe():214] Publishing system info
2023-06-18 09:48:21,202 DEBUG   HandlerThread:404566 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-18 09:48:21,202 DEBUG   HandlerThread:404566 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-18 09:48:21,203 DEBUG   HandlerThread:404566 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-06-18 09:48:22,092 INFO    Thread-12 :404566 [dir_watcher.py:_on_file_created():272] file/dir created: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230618_094820-y7h0jsz1/files/conda-environment.yaml
2023-06-18 09:48:22,092 INFO    Thread-12 :404566 [dir_watcher.py:_on_file_created():272] file/dir created: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230618_094820-y7h0jsz1/files/requirements.txt
2023-06-18 09:48:22,092 INFO    Thread-12 :404566 [dir_watcher.py:_on_file_created():272] file/dir created: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230618_094820-y7h0jsz1/files/wandb-summary.json
2023-06-18 09:48:23,656 DEBUG   HandlerThread:404566 [system_info.py:_save_conda():86] Saving conda packages done
2023-06-18 09:48:23,657 INFO    HandlerThread:404566 [system_monitor.py:probe():216] Finished publishing system info
2023-06-18 09:48:23,658 DEBUG   SenderThread:404566 [sender.py:send():369] send: files
2023-06-18 09:48:23,658 INFO    SenderThread:404566 [sender.py:_save_file():1354] saving file wandb-metadata.json with policy now
2023-06-18 09:48:23,663 DEBUG   SenderThread:404566 [sender.py:send():369] send: telemetry
2023-06-18 09:48:23,665 DEBUG   HandlerThread:404566 [handler.py:handle_request():144] handle_request: stop_status
2023-06-18 09:48:23,666 DEBUG   SenderThread:404566 [sender.py:send_request():396] send_request: stop_status
2023-06-18 09:48:23,846 DEBUG   HandlerThread:404566 [handler.py:handle_request():144] handle_request: log_artifact
2023-06-18 09:48:23,847 DEBUG   SenderThread:404566 [sender.py:send_request():396] send_request: log_artifact
2023-06-18 09:48:23,890 DEBUG   HandlerThread:404566 [handler.py:handle_request():144] handle_request: partial_history
2023-06-18 09:48:24,093 INFO    Thread-12 :404566 [dir_watcher.py:_on_file_modified():289] file/dir modified: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230618_094820-y7h0jsz1/files/conda-environment.yaml
2023-06-18 09:48:24,093 INFO    Thread-12 :404566 [dir_watcher.py:_on_file_created():272] file/dir created: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230618_094820-y7h0jsz1/files/wandb-metadata.json
2023-06-18 09:48:24,093 INFO    Thread-12 :404566 [dir_watcher.py:_on_file_created():272] file/dir created: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230618_094820-y7h0jsz1/files/output.log
2023-06-18 09:48:24,223 INFO    wandb-upload_0:404566 [upload_job.py:push():133] Uploaded file /tmp/tmps7nqpfblwandb/xhbgme2r-wandb-metadata.json
2023-06-18 09:48:25,133 INFO    wandb-upload_0:404566 [upload_job.py:push():91] Uploaded file /home/nmduy/.local/share/wandb/artifacts/staging/tmpbli96ul1
