2023-07-13 09:14:41,976 INFO    StreamThr :62804 [internal.py:wandb_internal():86] W&B internal server running at pid: 62804, started at: 2023-07-13 09:14:41.975516
2023-07-13 09:14:41,981 DEBUG   HandlerThread:62804 [handler.py:handle_request():144] handle_request: status
2023-07-13 09:14:41,985 INFO    WriterThread:62804 [datastore.py:open_for_write():85] open: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230713_091441-3mmu3ylz/run-3mmu3ylz.wandb
2023-07-13 09:14:41,986 DEBUG   SenderThread:62804 [sender.py:send():369] send: header
2023-07-13 09:14:41,989 DEBUG   SenderThread:62804 [sender.py:send():369] send: run
2023-07-13 09:14:42,416 INFO    SenderThread:62804 [dir_watcher.py:__init__():211] watching files in: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230713_091441-3mmu3ylz/files
2023-07-13 09:14:42,416 INFO    SenderThread:62804 [sender.py:_start_run_threads():1100] run started: 3mmu3ylz with start time 1689236081.973893
2023-07-13 09:14:42,416 DEBUG   SenderThread:62804 [sender.py:send_request():396] send_request: summary_record
2023-07-13 09:14:42,416 INFO    SenderThread:62804 [sender.py:_save_file():1354] saving file wandb-summary.json with policy end
2023-07-13 09:14:42,419 DEBUG   HandlerThread:62804 [handler.py:handle_request():144] handle_request: check_version
2023-07-13 09:14:42,419 DEBUG   SenderThread:62804 [sender.py:send_request():396] send_request: check_version
2023-07-13 09:14:42,538 DEBUG   HandlerThread:62804 [handler.py:handle_request():144] handle_request: run_start
2023-07-13 09:14:42,543 DEBUG   HandlerThread:62804 [system_info.py:__init__():31] System info init
2023-07-13 09:14:42,543 DEBUG   HandlerThread:62804 [system_info.py:__init__():46] System info init done
2023-07-13 09:14:42,544 INFO    HandlerThread:62804 [system_monitor.py:start():181] Starting system monitor
2023-07-13 09:14:42,544 INFO    SystemMonitor:62804 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-07-13 09:14:42,544 INFO    SystemMonitor:62804 [interfaces.py:start():190] Started cpu monitoring
2023-07-13 09:14:42,545 INFO    SystemMonitor:62804 [interfaces.py:start():190] Started disk monitoring
2023-07-13 09:14:42,545 INFO    HandlerThread:62804 [system_monitor.py:probe():201] Collecting system info
2023-07-13 09:14:42,545 INFO    SystemMonitor:62804 [interfaces.py:start():190] Started gpu monitoring
2023-07-13 09:14:42,546 INFO    SystemMonitor:62804 [interfaces.py:start():190] Started memory monitoring
2023-07-13 09:14:42,546 INFO    SystemMonitor:62804 [interfaces.py:start():190] Started network monitoring
2023-07-13 09:14:42,573 DEBUG   HandlerThread:62804 [system_info.py:probe():195] Probing system
2023-07-13 09:14:42,575 DEBUG   HandlerThread:62804 [system_info.py:_probe_git():180] Probing git
2023-07-13 09:14:42,583 DEBUG   HandlerThread:62804 [system_info.py:_probe_git():188] Probing git done
2023-07-13 09:14:42,583 DEBUG   HandlerThread:62804 [system_info.py:probe():240] Probing system done
2023-07-13 09:14:42,583 DEBUG   HandlerThread:62804 [system_monitor.py:probe():210] {'os': 'Linux-5.15.0-76-generic-x86_64-with-glibc2.31', 'python': '3.11.4', 'heartbeatAt': '2023-07-13T08:14:42.573623', 'startedAt': '2023-07-13T08:14:41.960634', 'docker': None, 'cuda': None, 'args': ('-cp', 'Config/flickr30k/C1.yml', '-rm', 'train'), 'state': 'running', 'program': '/home/nmduy/HADA/chau/HADA-LAVIS/main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/m2man/HADA-LAVIS.git', 'commit': '78431fcebf27d5a69796dbe0782c88513977fabf'}, 'email': 'nmduy881994@gmail.com', 'root': '/home/nmduy/HADA/chau/HADA-LAVIS', 'host': 'jarvis', 'username': 'nmduy', 'executable': '/home/jarvis/anaconda3/envs/hada-v2/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3510.3748125, 'min': 800.0, 'max': 5000.0}, 'cpu_freq_per_core': [{'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 2165.997, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}, {'current': 3600.0, 'min': 800.0, 'max': 5000.0}], 'disk': {'total': 903.6142044067383, 'used': 852.6646385192871}, 'gpu': 'NVIDIA GeForce RTX 3080 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080 Ti', 'memory_total': 12639338496}], 'memory': {'total': 62.703285217285156}}
2023-07-13 09:14:42,583 INFO    HandlerThread:62804 [system_monitor.py:probe():211] Finished collecting system info
2023-07-13 09:14:42,583 INFO    HandlerThread:62804 [system_monitor.py:probe():214] Publishing system info
2023-07-13 09:14:42,583 DEBUG   HandlerThread:62804 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-07-13 09:14:42,584 DEBUG   HandlerThread:62804 [system_info.py:_save_pip():67] Saving pip packages done
2023-07-13 09:14:42,584 DEBUG   HandlerThread:62804 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-07-13 09:14:43,417 INFO    Thread-12 :62804 [dir_watcher.py:_on_file_created():272] file/dir created: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230713_091441-3mmu3ylz/files/requirements.txt
2023-07-13 09:14:43,417 INFO    Thread-12 :62804 [dir_watcher.py:_on_file_created():272] file/dir created: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230713_091441-3mmu3ylz/files/wandb-summary.json
2023-07-13 09:14:43,417 INFO    Thread-12 :62804 [dir_watcher.py:_on_file_created():272] file/dir created: /home/nmduy/HADA/chau/HADA-LAVIS/wandb/run-20230713_091441-3mmu3ylz/files/conda-environment.yaml
